Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),SPACE1-1 PEOPLE 1:People Occupant Count [](Hourly),SPACE2-1 PEOPLE 1:People Occupant Count [](Hourly),SPACE3-1 PEOPLE 1:People Occupant Count [](Hourly),SPACE4-1 PEOPLE 1:People Occupant Count [](Hourly),SPACE5-1 PEOPLE 1:People Occupant Count [](Hourly),SPACE1-1:Zone People Occupant Count [](TimeStep),SPACE2-1:Zone People Occupant Count [](TimeStep),SPACE3-1:Zone People Occupant Count [](TimeStep),SPACE4-1:Zone People Occupant Count [](TimeStep),SPACE5-1:Zone People Occupant Count [](TimeStep),PLENUM-1:Zone Mean Air Temperature [C](TimeStep),SPACE1-1:Zone Mean Air Temperature [C](TimeStep),SPACE2-1:Zone Mean Air Temperature [C](TimeStep),SPACE3-1:Zone Mean Air Temperature [C](TimeStep),SPACE4-1:Zone Mean Air Temperature [C](TimeStep),SPACE5-1:Zone Mean Air Temperature [C](TimeStep),PLENUM-1:Zone Air Temperature [C](Hourly),PLENUM-1:Zone Air System Sensible Heating Rate [W](Hourly),PLENUM-1:Zone Air System Sensible Cooling Rate [W](Hourly),PLENUM-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),PLENUM-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE1-1:Zone Air Temperature [C](Hourly),SPACE1-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE1-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE1-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE1-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE2-1:Zone Air Temperature [C](Hourly),SPACE2-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE2-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE2-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE2-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE3-1:Zone Air Temperature [C](Hourly),SPACE3-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE3-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE3-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE3-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE4-1:Zone Air Temperature [C](Hourly),SPACE4-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE4-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE4-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE4-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE5-1:Zone Air Temperature [C](Hourly),SPACE5-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE5-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE5-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE5-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),PLENUM-1:Zone Air CO2 Concentration [ppm](TimeStep),SPACE1-1:Zone Air CO2 Concentration [ppm](TimeStep),SPACE2-1:Zone Air CO2 Concentration [ppm](TimeStep),SPACE3-1:Zone Air CO2 Concentration [ppm](TimeStep),SPACE4-1:Zone Air CO2 Concentration [ppm](TimeStep),SPACE5-1:Zone Air CO2 Concentration [ppm](TimeStep),SPACE1-1 ZONE COIL:Heating Coil NaturalGas Rate [W](Hourly),SPACE2-1 ZONE COIL:Heating Coil NaturalGas Rate [W](Hourly),SPACE3-1 ZONE COIL:Heating Coil NaturalGas Rate [W](Hourly),SPACE4-1 ZONE COIL:Heating Coil NaturalGas Rate [W](Hourly),SPACE5-1 ZONE COIL:Heating Coil NaturalGas Rate [W](Hourly),MAIN HEATING COIL 1:Heating Coil NaturalGas Rate [W](Hourly),SPACE1-1 VAV REHEAT:Zone Air Terminal VAV Damper Position [](Hourly),SPACE1-1 VAV REHEAT:Zone Air Terminal Minimum Air Flow Fraction [](Hourly),SPACE2-1 VAV REHEAT:Zone Air Terminal VAV Damper Position [](Hourly),SPACE2-1 VAV REHEAT:Zone Air Terminal Minimum Air Flow Fraction [](Hourly),SPACE3-1 VAV REHEAT:Zone Air Terminal VAV Damper Position [](Hourly),SPACE3-1 VAV REHEAT:Zone Air Terminal Minimum Air Flow Fraction [](Hourly),SPACE4-1 VAV REHEAT:Zone Air Terminal VAV Damper Position [](Hourly),SPACE4-1 VAV REHEAT:Zone Air Terminal Minimum Air Flow Fraction [](Hourly),SPACE5-1 VAV REHEAT:Zone Air Terminal VAV Damper Position [](Hourly),SPACE5-1 VAV REHEAT:Zone Air Terminal Minimum Air Flow Fraction [](Hourly),SPACE1-1 VAV REHEAT:Zone Air Terminal Outdoor Air Volume Flow Rate [m3/s](Hourly),SPACE2-1 VAV REHEAT:Zone Air Terminal Outdoor Air Volume Flow Rate [m3/s](Hourly),SPACE3-1 VAV REHEAT:Zone Air Terminal Outdoor Air Volume Flow Rate [m3/s](Hourly),SPACE4-1 VAV REHEAT:Zone Air Terminal Outdoor Air Volume Flow Rate [m3/s](Hourly),SPACE5-1 VAV REHEAT:Zone Air Terminal Outdoor Air Volume Flow Rate [m3/s](Hourly),SUPPLY FAN 1:Fan Electricity Rate [W](Hourly),VAV SYS 1:Air System Outdoor Air Flow Fraction [](Hourly),DX COOLING COIL SYSTEM 1:Coil System Compressor Speed Ratio [](Hourly),MAIN COOLING COIL 1:Cooling Coil Electricity Rate [W](Hourly),MAIN COOLING COIL 1:Cooling Coil Runtime Fraction [](Hourly),MAIN COOLING COIL 1:Cooling Coil Basin Heater Electricity Rate [W](Hourly),MAIN COOLING COIL 1:Cooling Coil Basin Heater Electricity Energy [J](Hourly),OUTSIDE AIR INLET NODE 1:System Node Standard Density Volume Flow Rate [m3/s](Hourly),OUTSIDE AIR INLET NODE 1:System Node Current Density Volume Flow Rate [m3/s](Hourly),SPACE1-1 IN NODE:System Node Temperature [C](Hourly),SPACE1-1 IN NODE:System Node Standard Density Volume Flow Rate [m3/s](Hourly),SPACE1-1 IN NODE:System Node Current Density Volume Flow Rate [m3/s](Hourly),SPACE2-1 IN NODE:System Node Temperature [C](Hourly),SPACE2-1 IN NODE:System Node Standard Density Volume Flow Rate [m3/s](Hourly),SPACE2-1 IN NODE:System Node Current Density Volume Flow Rate [m3/s](Hourly),SPACE3-1 IN NODE:System Node Temperature [C](Hourly),SPACE3-1 IN NODE:System Node Standard Density Volume Flow Rate [m3/s](Hourly),SPACE3-1 IN NODE:System Node Current Density Volume Flow Rate [m3/s](Hourly),SPACE4-1 IN NODE:System Node Temperature [C](Hourly),SPACE4-1 IN NODE:System Node Standard Density Volume Flow Rate [m3/s](Hourly),SPACE4-1 IN NODE:System Node Current Density Volume Flow Rate [m3/s](Hourly),SPACE5-1 IN NODE:System Node Temperature [C](Hourly),SPACE5-1 IN NODE:System Node Standard Density Volume Flow Rate [m3/s](Hourly),SPACE5-1 IN NODE:System Node Current Density Volume Flow Rate [m3/s](Hourly),Cooling:Electricity [J](Monthly),Heating:NaturalGas [J](Monthly),Fans:Electricity [J](Monthly),HeatingCoils:EnergyTransfer [J](Monthly),CoolingCoils:EnergyTransfer [J](Monthly),InteriorLights:Electricity [J](Monthly),InteriorEquipment:Electricity [J](Monthly),Cooling:Electricity [J](RunPeriod),Heating:NaturalGas [J](RunPeriod),Fans:Electricity [J](RunPeriod),HeatingCoils:EnergyTransfer [J](RunPeriod),CoolingCoils:EnergyTransfer [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),Electricity:Facility [J](TimeStep) 
 06/01  00:15:00,,14.500000000000002,,,,,,0.0,0.0,0.0,0.0,0.0,23.5562369473717,21.344436631602477,21.537541875298952,21.336103538500673,21.963745249181624,22.844255192467564,,,,0.0,0.0,,,,12.8,40.0,,,,12.8,40.0,,,,12.8,40.0,,,,12.8,40.0,,,,12.8,40.0,938.100567446392,1690.3172783661103,1729.7549630240123,1698.21953053294,1687.9967005490014,1740.3582760076074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427500.0 
 06/01  00:30:00,,15.700000000000001,,,,,,0.0,0.0,0.0,0.0,0.0,23.322594700960813,21.27330373010268,21.44406667810538,21.265690232978546,21.81377421167671,22.687873750819353,,,,0.0,0.0,,,,12.8,40.0,,,,12.8,40.0,,,,12.8,40.0,,,,12.8,40.0,,,,12.8,40.0,938.100567446392,1690.3172783496202,1729.7549630066546,1698.2195305164498,1687.9967005316432,1740.3582759915844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427500.0 
 06/01  00:45:00,,16.900000000000002,,,,,,0.0,0.0,0.0,0.0,0.0,23.099701504669767,21.237551367443398,21.37966402285222,21.230406762062334,21.700072917601904,22.527275593502203,,,,0.0,0.0,,,,12.8,40.0,,,,12.8,40.0,,,,12.8,40.0,,,,12.8,40.0,,,,12.8,40.0,938.100567446392,1690.3172783321402,1729.7549629882544,1698.21953049897,1687.9967005132435,1740.3582759745996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427500.0 
 06/01  01:00:00,16.300000000000004,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.89608742368772,21.229736637378647,21.340164819520453,21.22280645452487,21.61776491039487,22.3905578383744,23.218655144172498,0.0,0.0,0.0,0.0,21.271257091631803,15.840000000000002,0.0,12.8,40.0,21.42535934894425,6.840000000000001,0.0,12.8,40.0,21.263751747016606,15.840000000000002,0.0,12.8,40.0,21.773839322213774,6.840000000000001,0.0,12.8,40.0,22.61249059379088,29.640000000000004,0.0,12.8,40.0,938.100567446392,1690.3172783240145,1729.7549629797013,1698.2195304908446,1687.9967005046906,1740.3582759667042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.445544325157133,0.0,0.0,23.445544325157133,0.0,0.0,23.445544325157133,0.0,0.0,23.445544325157133,0.0,0.0,23.445544325157133,0.0,0.0,,,,,,,,,,,,,,,427500.0 
 06/01  01:15:00,,18.125,,,,,,0.0,0.0,0.0,0.0,0.0,22.707181430247726,21.20756236891277,21.293734036903036,21.201118862790334,21.534373595296366,22.255490018021387,,,,0.0,0.0,,,,12.8,40.0,,,,12.8,40.0,,,,12.8,40.0,,,,12.8,40.0,,,,12.8,40.0,938.1005674463919,1690.317278322022,1729.754962977604,1698.2195304888521,1687.9967005025933,1740.358275964768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427500.0 
 06/01  01:30:00,,18.15,,,,,,0.0,0.0,0.0,0.0,0.0,22.53796016174556,21.169218816398057,21.240272332569536,21.163496463762264,21.448842919925323,22.142023080733207,,,,0.0,0.0,,,,12.8,40.0,,,,12.8,40.0,,,,12.8,40.0,,,,12.8,40.0,,,,12.8,40.0,938.100567446392,1690.3172783222317,1729.7549629778246,1698.2195304890618,1687.9967005028136,1740.3582759649712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427500.0 
 06/01  01:45:00,,18.174999999999997,,,,,,0.0,0.0,0.0,0.0,0.0,22.38397333069745,21.1265700707932,21.188315712470164,21.12163592656479,21.369050618475022,22.031551751483313,,,,0.0,0.0,,,,12.8,40.0,,,,12.8,40.0,,,,12.8,40.0,,,,12.8,40.0,,,,12.8,40.0,938.1005674463919,1690.3172783227274,1729.7549629783464,1698.2195304895577,1687.9967005033352,1740.358275965453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427500.0 
 06/01  02:00:00,18.162499999999998,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.24746500281742,21.086030577910975,21.141338613868502,21.08186410931643,21.297986126129253,21.938094020535225,22.469144981377042,0.0,0.0,0.0,0.0,21.14734545850375,15.840000000000002,0.0,12.8,40.0,21.21591517395281,6.840000000000001,0.0,12.8,40.0,21.142028840608454,15.840000000000002,0.0,12.8,40.0,21.412563314956486,6.840000000000001,0.0,12.8,40.0,22.09178971769328,29.640000000000004,0.0,12.8,40.0,938.1005674463919,1690.317278323005,1729.754962978638,1698.219530489835,1687.9967005036272,1740.3582759657227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.631300586594612,0.0,0.0,22.631300586594612,0.0,0.0,22.631300586594612,0.0,0.0,22.631300586594612,0.0,0.0,22.631300586594612,0.0,0.0,,,,,,,,,,,,,,,427500.0 
 06/01  02:15:00,,18.2,,,,,,0.0,0.0,0.0,0.0,0.0,22.122516841956354,21.047376913061235,21.098002524249043,21.04391459420161,21.233627188765333,21.847309795334837,,,,0.0,0.0,,,,12.8,40.0,,,,12.8,40.0,,,,12.8,40.0,,,,12.8,40.0,,,,12.8,40.0,938.100567446392,1690.3172783230914,1729.7549629787288,1698.2195304899215,1687.9967005037179,1740.3582759658066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427500.0 
 06/01  02:30:00,,18.2,,,,,,0.0,0.0,0.0,0.0,0.0,22.010616844654322,21.009843274071283,21.057194333996073,21.006986462577,21.174553603015443,21.769702075346313,,,,0.0,0.0,,,,12.8,40.0,,,,12.8,40.0,,,,12.8,40.0,,,,12.8,40.0,,,,12.8,40.0,938.100567446392,1690.3172783230962,1729.7549629787336,1698.2195304899258,1687.9967005037226,1740.358275965811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427500.0 
 06/01  02:45:00,,18.2,,,,,,0.0,0.0,0.0,0.0,0.0,21.908229778985344,20.973143896020446,21.018327274867126,20.970794166592288,21.119889453459844,21.700298981022264,,,,0.0,0.0,,,,12.8,40.0,,,,12.8,40.0,,,,12.8,40.0,,,,12.8,40.0,,,,12.8,40.0,938.100567446392,1690.317278323083,1729.7549629787202,1698.2195304899128,1687.9967005037095,1740.3582759657986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427500.0 
